"","Entry","Mno","restrt","..1","Study","Expt","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","HigherT","richness","value","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime","logY","logS","TG1"
"1",26,766,"control",NA,"5","12","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",20,418,"mass","biomass",0.6667,"Y",-0.405415109358123,6.03548143252476,2.99573227355399,"P"
"2",26,766,"control",NA,"5","12","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",19,583,"mass","biomass",0.6667,"Y",-0.405415109358123,6.36818718635049,2.94443897916644,"P"
"3",26,766,"control",NA,"5","12","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",23,621,"mass","biomass",0.6667,"Y",-0.405415109358123,6.43133108193348,3.13549421592915,"P"
"4",26,766,"control",NA,"5","12","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",24,725,"mass","biomass",0.6667,"Y",-0.405415109358123,6.58617165485467,3.17805383034795,"P"
"5",26,766,"control",NA,"5","12","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",22,408,"mass","biomass",0.6667,"Y",-0.405415109358123,6.01126717440416,3.09104245335832,"P"
"6",29,767,"incr",NA,"5","13","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",19,595,"mass","biomass",0.6667,"Y",-0.405415109358123,6.38856140554563,2.94443897916644,"P"
"7",29,767,"incr",NA,"5","13","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",20,551,"mass","biomass",0.6667,"Y",-0.405415109358123,6.31173480915291,2.99573227355399,"P"
"8",29,767,"incr",NA,"5","13","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",22,573,"mass","biomass",0.6667,"Y",-0.405415109358123,6.35088571671474,3.09104245335832,"P"
"9",29,767,"incr",NA,"5","13","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",23,782,"mass","biomass",0.6667,"Y",-0.405415109358123,6.66185474054531,3.13549421592915,"P"
"10",29,767,"incr",NA,"5","13","Bret-Harte et al. 2004","TD","P","SST","g m-2","T",5,24,"730","1095",0.6667,"-0.4055","N","Y","Y",24,961,"mass","biomass",0.6667,"Y",-0.405415109358123,6.86797440897029,3.17805383034795,"P"
"11",44,768,"control",2.49,"8","17","Bruno et al. 2005","TD","P","SST","g L-1","A",2,7,"34","365",0.0932,"-2.3735","N","Y","N",7,1.56,"mass","biomass",0.0932,"Y",-2.37300755729059,0.444685821261446,1.94591014905531,"P"
"12",44,768,"control",2.49,"8","17","Bruno et al. 2005","TD","P","SST","g L-1","A",2,7,"34","365",0.0932,"-2.3735","N","Y","N",1,1.37,"mass","biomass",0.0932,"Y",-2.37300755729059,0.314810739840034,0,"P"
"13",45,769,"control",4.335,"8","18","Bruno et al. 2005","TD","P","SST","g L-1","A",4,9,"28","365",0.0767,"-2.5677","N","Y","N",3,2.682,"mass","biomass",0.0767,"Y",-2.56785357060893,0.986562784859487,1.09861228866811,"P"
"14",45,769,"control",4.335,"8","18","Bruno et al. 2005","TD","P","SST","g L-1","A",4,9,"28","365",0.0767,"-2.5677","N","Y","N",1,2.523,"mass","biomass",0.0767,"Y",-2.56785357060893,0.925448669658921,0,"P"
"15",45,769,"control",4.335,"8","18","Bruno et al. 2005","TD","P","SST","g L-1","A",4,9,"28","365",0.0767,"-2.5677","N","Y","N",9,3.1269,"mass","biomass",0.0767,"Y",-2.56785357060893,1.14004209843125,2.19722457733622,"P"
"16",45,769,"control",4.335,"8","18","Bruno et al. 2005","TD","P","SST","g L-1","A",4,9,"28","365",0.0767,"-2.5677","N","Y","N",6,3.1299,"mass","biomass",0.0767,"Y",-2.56785357060893,1.1410010551599,1.79175946922805,"P"
"17",46,770,"control",1.8336,"8","19","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"17","365",0.0466,"-3.0667","N","Y","N",3,1.9788,"mass","biomass",0.0466,"Y",-3.06615473785054,0.682490600371416,1.09861228866811,"P"
"18",46,770,"control",1.8336,"8","19","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"17","365",0.0466,"-3.0667","N","Y","N",6,1.9764,"mass","biomass",0.0466,"Y",-3.06615473785054,0.681277007989458,1.79175946922805,"P"
"19",46,770,"control",1.8336,"8","19","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"17","365",0.0466,"-3.0667","N","Y","N",1,1.7868,"mass","biomass",0.0466,"Y",-3.06615473785054,0.580426310495826,0,"P"
"20",47,771,"control",1894.6667,"8","20","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"21","365",0.0575,"-2.8554","N","Y","N",6,1371.0667,"mass","biomass",0.0575,"Y",-2.85597033117883,7.2233443289989,1.79175946922805,"P"
"21",47,771,"control",1894.6667,"8","20","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"21","365",0.0575,"-2.8554","N","Y","N",3,1274,"mass","biomass",0.0575,"Y",-2.85597033117883,7.14991683613211,1.09861228866811,"P"
"22",47,771,"control",1894.6667,"8","20","Bruno et al. 2005","TD","P","SST","g L-1","A",3,6,"21","365",0.0575,"-2.8554","N","Y","N",1,1339.3333,"mass","biomass",0.0575,"Y",-2.85597033117883,7.19992723181877,0,"P"
"23",48,772,"control",1522.1333,"8","21","Bruno et al. 2005","TD","P","SST","g L-1","A",2,4,"21","365",0.0575,"-2.8554","N","Y","N",1,1174.4,"mass","biomass",0.0575,"Y",-2.85597033117883,7.06851265786025,0,"P"
"24",48,772,"control",1522.1333,"8","21","Bruno et al. 2005","TD","P","SST","g L-1","A",2,4,"21","365",0.0575,"-2.8554","N","Y","N",4,1578.2222,"mass","biomass",0.0575,"Y",-2.85597033117883,7.36405430264622,1.38629436111989,"P"
"25",51,773,"control",577,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",1,298.06,"mass","biomass",1.5734,"Y",0.453238882913005,5.69729480852065,0,"P"
"26",51,773,"control",577,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",3,442.6808,"mass","biomass",1.5734,"Y",0.453238882913005,6.09284896856943,1.09861228866811,"P"
"27",51,773,"control",577,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",6,498.2363,"mass","biomass",1.5734,"Y",0.453238882913005,6.21107446247805,1.79175946922805,"P"
"28",54,774,"control",518,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",6,497,"mass","biomass",1.5734,"Y",0.453238882913005,6.20859002609663,1.79175946922805,"P"
"29",54,774,"control",518,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",1,269,"mass","biomass",1.5734,"Y",0.453238882913005,5.59471137960184,0,"P"
"30",54,774,"control",518,"10","23","Callaway et al. 2003","TD","P","SST","g m-2","T",3,6,"1005","638.75",1.5734,"0.4532","N","Y","Y",3,436,"mass","biomass",1.5734,"Y",0.453238882913005,6.07764224334903,1.09861228866811,"P"
"31",76,776,"control",0.0389,"16","29","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",4,0.0268,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.61935339146533,1.38629436111989,"D"
"32",76,776,"control",0.0389,"16","29","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",2,0.0277,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.58632286578884,0.693147180559945,"D"
"33",76,776,"control",0.0389,"16","29","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",6,0.0253,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.67695088324866,1.79175946922805,"D"
"34",76,776,"control",0.0389,"16","29","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",1,0.0256,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.66516292749662,0,"D"
"35",76,776,"control",0.0389,"16","29","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",8,0.0295,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.52336501563636,2.07944154167984,"D"
"36",78,777,"incr",0.075,"16","30","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",1,0.0319,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.44514926919134,0,"D"
"37",78,777,"incr",0.075,"16","30","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",2,0.0334,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.39919937899948,0.693147180559945,"D"
"38",78,777,"incr",0.075,"16","30","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",4,0.0317,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.4514385980989,1.38629436111989,"D"
"39",78,777,"incr",0.075,"16","30","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",6,0.0311,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.47054745979695,1.79175946922805,"D"
"40",78,777,"incr",0.075,"16","30","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",8,0.0394,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.23398946267825,2.07944154167984,"D"
"41",80,778,"incr",0.0496,"16","31","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",4,0.0276,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.58993950625903,1.38629436111989,"D"
"42",80,778,"incr",0.0496,"16","31","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",6,0.0256,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.66516292749662,1.79175946922805,"D"
"43",80,778,"incr",0.0496,"16","31","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",8,0.0306,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.4867552700238,2.07944154167984,"D"
"44",80,778,"incr",0.0496,"16","31","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",1,0.0254,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.67300610495765,0,"D"
"45",80,778,"incr",0.0496,"16","31","Dang et al. 2005","TD","D","SST","g L-1","A",5,8,"28","10",0.357142857,"-1.029619417","N","Y","N",2,0.035,"mass","biomass",0.357142857,"Y",-1.02961941758116,-3.35240721749272,0.693147180559945,"D"
"46",84,780,"control",643,"19","34","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",3,283.8,"mass","biomass",0.1068,"Y",-2.23679735245604,5.64826976472594,1.09861228866811,"P"
"47",84,780,"control",643,"19","34","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",1,256.75,"mass","biomass",0.1068,"Y",-2.23679735245604,5.54810284880867,0,"P"
"48",84,780,"control",643,"19","34","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",6,304.05,"mass","biomass",0.1068,"Y",-2.23679735245604,5.71719216156612,1.79175946922805,"P"
"49",85,781,"control",1152,"19","35","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",1,459.45,"mass","biomass",0.1068,"Y",-2.23679735245604,6.13003012194689,0,"P"
"50",85,781,"control",1152,"19","35","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",6,628.5,"mass","biomass",0.1068,"Y",-2.23679735245604,6.4433360280303,1.79175946922805,"P"
"51",85,781,"control",1152,"19","35","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",3,527,"mass","biomass",0.1068,"Y",-2.23679735245604,6.26720054854136,1.09861228866811,"P"
"52",86,782,"control",1168.8462,"19","36","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",3,769.2308,"mass","biomass",0.1068,"Y",-2.23679735245604,6.64539105451465,1.09861228866811,"P"
"53",86,782,"control",1168.8462,"19","36","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",6,800.3846,"mass","biomass",0.1068,"Y",-2.23679735245604,6.68509236214467,1.79175946922805,"P"
"54",86,782,"control",1168.8462,"19","36","Dimitrakopoulos & Schmid 2004","TD","P","SST","g m-2","T",3,6,"78","730",0.1068,"-2.2363","N","Y","N",1,535.3846,"mass","biomass",0.1068,"Y",-2.23679735245604,6.2829853671313,0,"P"
"55",87,783,"control",0.306,"20","37","Duarte et al.  2006","TD","D","SST","g L-1","A",4,4,"27","10",0.37037037,"-0.993251773","N","Y","N",4,0.4454,"mass","biomass",0.37037037,"Y",-0.993251774010283,-0.80878252415887,1.38629436111989,"D"
"56",87,783,"control",0.306,"20","37","Duarte et al.  2006","TD","D","SST","g L-1","A",4,4,"27","10",0.37037037,"-0.993251773","N","Y","N",1,0.2279,"mass","biomass",0.37037037,"Y",-0.993251774010283,-1.4788483427305,0,"D"
"57",87,783,"control",0.306,"20","37","Duarte et al.  2006","TD","D","SST","g L-1","A",4,4,"27","10",0.37037037,"-0.993251773","N","Y","N",2,0.2673,"mass","biomass",0.37037037,"Y",-0.993251774010283,-1.31938365583726,0.693147180559945,"D"
"58",87,783,"control",0.306,"20","37","Duarte et al.  2006","TD","D","SST","g L-1","A",4,4,"27","10",0.37037037,"-0.993251773","N","Y","N",3,0.4318,"mass","biomass",0.37037037,"Y",-0.993251774010283,-0.83979276090143,1.09861228866811,"D"
"59",90,784,"control",1.6803,"21","38","Duffy et al. 2001","TD","H","SST","g L-1","A",3,3,"42","12",3.5,"1.2528","N","Y","N",1,7.6833,"mass","biomass",3.5,"Y",1.25276296849537,2.03904914237034,0,"H"
"60",90,784,"control",1.6803,"21","38","Duffy et al. 2001","TD","H","SST","g L-1","A",3,3,"42","12",3.5,"1.2528","N","Y","N",2,6.9174,"mass","biomass",3.5,"Y",1.25276296849537,1.93403997648483,0.693147180559945,"H"
"61",90,784,"control",1.6803,"21","38","Duffy et al. 2001","TD","H","SST","g L-1","A",3,3,"42","12",3.5,"1.2528","N","Y","N",3,6.7787,"mass","biomass",3.5,"Y",1.25276296849537,1.91378534315478,1.09861228866811,"H"
"62",97,785,"control",4.0769,"22","39","Duffy et al. 2003","TD","H","SST","g m-2","A",3,6,"40","11",3.6364,"1.291","N","Y","N",3,3.6538,"mass","biomass",3.6364,"Y",1.29099418126557,1.29576772192033,1.09861228866811,"H"
"63",97,785,"control",4.0769,"22","39","Duffy et al. 2003","TD","H","SST","g m-2","A",3,6,"40","11",3.6364,"1.291","N","Y","N",1,2.8077,"mass","biomass",3.6364,"Y",1.29099418126557,1.03236564284918,0,"H"
"64",97,785,"control",4.0769,"22","39","Duffy et al. 2003","TD","H","SST","g m-2","A",3,6,"40","11",3.6364,"1.291","N","Y","N",6,4.4615,"mass","biomass",3.6364,"Y",1.29099418126557,1.49548503235807,1.79175946922805,"H"
"65",100,786,"control",0.002,"23","40","Duffy et al. 2005","TD","H","SST","g m-2","A",2,4,"42","10.875",3.8621,"1.3512","N","Y","Y",4,0.0064,"mass","biomass",3.8621,"Y",1.35121107699062,-5.05145728861651,1.38629436111989,"H"
"66",100,786,"control",0.002,"23","40","Duffy et al. 2005","TD","H","SST","g m-2","A",2,4,"42","10.875",3.8621,"1.3512","N","Y","Y",1,0.0067,"mass","biomass",3.8621,"Y",1.35121107699062,-5.00564775258522,0,"H"
"67",103,787,"control",0.0033,"23","41","Duffy et al. 2005","TD","H","SST","g m-2","A",2,4,"42","10.875",3.8621,"1.3512","N","Y","Y",1,0.0016,"mass","biomass",3.8621,"Y",1.35121107699062,-6.4377516497364,0,"H"
"68",103,787,"control",0.0033,"23","41","Duffy et al. 2005","TD","H","SST","g m-2","A",2,4,"42","10.875",3.8621,"1.3512","N","Y","Y",4,0.0039,"mass","biomass",3.8621,"Y",1.35121107699062,-5.54677872584654,1.38629436111989,"H"
"69",107,788,"control",491.63,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",8,392.57,"mass","biomass",0.8889,"Y",-0.117770535734508,5.97271486527012,2.07944154167984,"P"
"70",107,788,"control",491.63,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",1,293.568,"mass","biomass",0.8889,"Y",-0.117770535734508,5.68210929897471,0,"P"
"71",107,788,"control",491.63,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",4,357.56,"mass","biomass",0.8889,"Y",-0.117770535734508,5.87930318021965,1.38629436111989,"P"
"72",107,788,"control",491.63,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",16,401.2,"mass","biomass",0.8889,"Y",-0.117770535734508,5.99446005608778,2.77258872223978,"P"
"73",108,789,"control",541.526,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"730","410.625",1.7778,"0.5754","Y","Y","Y",8,373.002,"mass","biomass",1.7778,"Y",0.575376644825437,5.92158378155974,2.07944154167984,"P"
"74",108,789,"control",541.526,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"730","410.625",1.7778,"0.5754","Y","Y","Y",16,372.5,"mass","biomass",1.7778,"Y",0.575376644825437,5.92023703781961,2.77258872223978,"P"
"75",108,789,"control",541.526,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"730","410.625",1.7778,"0.5754","Y","Y","Y",1,321.41,"mass","biomass",1.7778,"Y",0.575376644825437,5.77271756669617,0,"P"
"76",108,789,"control",541.526,"24","42","Dukes 2001","TD","P","SST","g m-2","T",4,16,"730","410.625",1.7778,"0.5754","Y","Y","Y",4,326.75,"mass","biomass",1.7778,"Y",0.575376644825437,5.78919535250433,1.38629436111989,"P"
"77",109,790,"control",10.641,"25","43","Engelhardt & Ritchie 2002","TD","P","SST","g m-2","T",3,3,"115","730",0.1575,"-1.8481","N","Y","Y",3,29.489,"mass","biomass",0.1575,"Y",-1.84832982071645,3.3840173124523,1.09861228866811,"P"
"78",109,790,"control",10.641,"25","43","Engelhardt & Ritchie 2002","TD","P","SST","g m-2","T",3,3,"115","730",0.1575,"-1.8481","N","Y","Y",1,32.068,"mass","biomass",0.1575,"Y",-1.84832982071645,3.46785864818071,0,"P"
"79",109,790,"control",10.641,"25","43","Engelhardt & Ritchie 2002","TD","P","SST","g m-2","T",3,3,"115","730",0.1575,"-1.8481","N","Y","Y",2,30.098,"mass","biomass",0.1575,"Y",-1.84832982071645,3.40445872436453,0.693147180559945,"P"
"80",116,791,"control",531905.3559,"27","46","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",1,263133.0456,"density","density",57,"Y",4.04305126783455,12.4804150600535,0,"C"
"81",116,791,"control",531905.3559,"27","46","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",4,663182.9994,"density","density",57,"Y",4.04305126783455,13.4048062482768,1.38629436111989,"C"
"82",119,792,"incr",1512060.377,"27","47","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",4,1279683.732,"density","density",57,"Y",4.04305126783455,14.0621235209904,1.38629436111989,"C"
"83",119,792,"incr",1512060.377,"27","47","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",1,731946.4529,"density","density",57,"Y",4.04305126783455,13.5034626384918,0,"C"
"84",122,793,"incr",1701014.851,"27","48","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",4,2133015.235,"density","density",57,"Y",4.04305126783455,14.5730471399502,1.38629436111989,"C"
"85",122,793,"incr",1701014.851,"27","48","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",1,563239.686,"density","density",57,"Y",4.04305126783455,13.2414605465423,0,"C"
"86",125,794,"incr",2480524.542,"27","49","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",4,4943772.79,"density","density",57,"Y",4.04305126783455,15.4136393203484,1.38629436111989,"C"
"87",125,794,"incr",2480524.542,"27","49","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",1,1013169.003,"density","density",57,"Y",4.04305126783455,13.8285936034715,0,"C"
"88",128,795,"incr",2135538.121,"27","50","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",4,6210928.976,"density","density",57,"Y",4.04305126783455,15.6418210362804,1.38629436111989,"C"
"89",128,795,"incr",2135538.121,"27","50","Fox 2002","TD","C","SST","number L-1","A",2,4,"57","1",57,"4.0431","N","Y","N",1,1201719.999,"density","density",57,"Y",4.04305126783455,13.9992644210177,0,"C"
"92",134,797,"control",0.003,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","N",7,0.065,"mass","biomass",2.0417,"Y",0.713782794160017,-2.7333680090865,1.94591014905531,"P"
"93",134,797,"control",0.003,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","N",1,0.0678,"mass","biomass",2.0417,"Y",0.713782794160017,-2.69119308403579,0,"P"
"94",135,798,"control",0.277,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","N",1,0.0819,"mass","biomass",8.75,"Y",2.16905370036952,-2.50225628812311,0,"P"
"95",135,798,"control",0.277,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","N",7,0.5005,"mass","biomass",8.75,"Y",2.16905370036952,-0.692147680226862,1.94591014905531,"P"
"96",136,799,"control",0.003,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","N",1,0.4801,"mass","biomass",17.5,"Y",2.86220088092947,-0.733760863445242,0,"P"
"97",136,799,"control",0.003,"28","52","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","N",7,0.3555,"mass","biomass",17.5,"Y",2.86220088092947,-1.03423002973884,1.94591014905531,"P"
"98",137,800,"control",0.1495,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",1,0.0572,"mass","biomass",2.0417,"Y",0.713782794160017,-2.86120138059638,0,"P"
"99",137,800,"control",0.1495,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",7,0.0627,"mass","biomass",2.0417,"Y",0.713782794160017,-2.76939383134326,1.94591014905531,"P"
"100",138,801,"control",0.3143,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",1,0.0895,"mass","biomass",8.75,"Y",2.16905370036952,-2.41351665370133,0,"P"
"101",138,801,"control",0.3143,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",7,0.5463,"mass","biomass",8.75,"Y",2.16905370036952,-0.604587003580465,1.94591014905531,"P"
"102",139,802,"control",0.0188,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",1,0.4582,"mass","biomass",17.5,"Y",2.86220088092947,-0.780449508962742,0,"P"
"103",139,802,"control",0.0188,"28","53","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",7,0.257,"mass","biomass",17.5,"Y",2.86220088092947,-1.35867919408692,1.94591014905531,"P"
"104",147,804,"control",0.0025,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",7,0.0475,"mass","biomass",2.0417,"Y",0.713782794160017,-3.04702556794154,1.94591014905531,"P"
"105",147,804,"control",0.0025,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",1,0.0567,"mass","biomass",2.0417,"Y",0.713782794160017,-2.86998106824843,0,"P"
"106",148,805,"control",0.2815,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",7,0.5265,"mass","biomass",8.75,"Y",2.16905370036952,-0.641503947408107,1.94591014905531,"P"
"107",148,805,"control",0.2815,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",1,0.117,"mass","biomass",8.75,"Y",2.16905370036952,-2.14558134418438,0,"P"
"108",149,806,"control",0.9875,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",1,0.4003,"mass","biomass",17.5,"Y",2.86220088092947,-0.915541012983609,0,"P"
"109",149,806,"control",0.9875,"28","54","Fox 2004","TD","P","SST","g L-1","A",2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",7,0.596,"mass","biomass",17.5,"Y",2.86220088092947,-0.517514611916787,1.94591014905531,"P"
"110",157,808,"control",0.022,"28","55","Fox 2004","TD","H","SST","g L-1","A",2,3,"60","1",60,"4.0943","N","Y","N",3,0.024,"mass","biomass",60,"Y",4.0943445622221,-3.72970144863419,1.09861228866811,"H"
"111",157,808,"control",0.022,"28","55","Fox 2004","TD","H","SST","g L-1","A",2,3,"60","1",60,"4.0943","N","Y","N",1,0.021,"mass","biomass",60,"Y",4.0943445622221,-3.86323284125871,0,"H"
"112",164,809,"control",0.0431,"28","56","Fox 2004","TD","H","SST","g L-1","A",2,3,"60","1",60,"4.0943","N","Y","N",1,0.0283,"mass","biomass",60,"Y",4.0943445622221,-3.56489347433295,0,"H"
"113",164,809,"control",0.0431,"28","56","Fox 2004","TD","H","SST","g L-1","A",2,3,"60","1",60,"4.0943","N","Y","N",3,0.0305,"mass","biomass",60,"Y",4.0943445622221,-3.49002859536877,1.09861228866811,"H"
"114",171,810,"red",239.2,"29","57","Fridley 2002","TD","P","SST","g m-2","T",3,9,"84","486.6667",0.1726,"-1.7568","N","Y","Y",1,82.7481,"mass","biomass",0.1726,"Y",-1.75677850033281,4.4158010532685,0,"P"
