"","Entry","Mno","restrt","..1","Study","Expt","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","HigherT","richness","value","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime","logY","logS","TG1"
"357",391,878,"control",398.2383,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,239.6755,"mass","biomass",1.0008,"Y",0.000799680170564244,5.47928592511922,1.38629436111989,"P"
"358",391,878,"control",398.2383,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,206.4897,"mass","biomass",1.0008,"Y",0.000799680170564244,5.33025053222247,0,"P"
"359",391,878,"control",398.2383,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,213.8643,"mass","biomass",1.0008,"Y",0.000799680170564244,5.36534170173818,0.693147180559945,"P"
"360",391,878,"control",398.2383,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,221.2389,"mass","biomass",1.0008,"Y",0.000799680170564244,5.39924311313798,2.07944154167984,"P"
"361",392,879,"control",716.05,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,257.6524,"mass","biomass",1.5011,"Y",0.406198172683993,5.55161138969301,1.38629436111989,"P"
"362",392,879,"control",716.05,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,241.118,"mass","biomass",1.5011,"Y",0.406198172683993,5.4852864402187,0.693147180559945,"P"
"363",392,879,"control",716.05,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,232.0204,"mass","biomass",1.5011,"Y",0.406198172683993,5.44682529883509,0,"P"
"364",392,879,"control",716.05,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",18,232.7089,"mass","biomass",1.5011,"Y",0.406198172683993,5.44978831624639,2.89037175789616,"P"
"365",392,879,"control",716.05,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,196.9541,"mass","biomass",1.5011,"Y",0.406198172683993,5.2829707066666,2.07944154167984,"P"
"366",394,880,"control",8.36,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","N","Y","Y",18,3.88,"mass","biomass",1.5011,"Y",0.406198172683993,1.35583515363518,2.89037175789616,"P"
"367",394,880,"control",8.36,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","N","Y","Y",8,1.87,"mass","biomass",1.5011,"Y",0.406198172683993,0.625938430866495,2.07944154167984,"P"
"368",394,880,"control",8.36,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","N","Y","Y",1,2.63,"mass","biomass",1.5011,"Y",0.406198172683993,0.966983846189673,0,"P"
"369",394,880,"control",8.36,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","N","Y","Y",2,2.46,"mass","biomass",1.5011,"Y",0.406198172683993,0.900161349944271,0.693147180559945,"P"
"370",394,880,"control",8.36,"65","126","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,18,"1095","729.4444",1.5011,"0.4062","N","Y","Y",4,2.55,"mass","biomass",1.5011,"Y",0.406198172683993,0.936093359170335,1.38629436111989,"P"
"371",395,881,"control",1087.6,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"365","729.4444",0.5004,"-0.6924","Y","N","Y",2,641.5929,"mass","biomass",0.5004,"Y",-0.692347500389381,6.46395399040629,0.693147180559945,"P"
"372",395,881,"control",1087.6,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"365","729.4444",0.5004,"-0.6924","Y","N","Y",1,405.6047,"mass","biomass",0.5004,"Y",-0.692347500389381,6.00537903998104,0,"P"
"373",395,881,"control",1087.6,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"365","729.4444",0.5004,"-0.6924","Y","N","Y",8,453.5398,"mass","biomass",0.5004,"Y",-0.692347500389381,6.11708302755661,2.07944154167984,"P"
"374",395,881,"control",1087.6,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"365","729.4444",0.5004,"-0.6924","Y","N","Y",3,626.8437,"mass","biomass",0.5004,"Y",-0.692347500389381,6.44069722726027,1.09861228866811,"P"
"375",395,881,"control",1087.6,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"365","729.4444",0.5004,"-0.6924","Y","N","Y",4,604.7198,"mass","biomass",0.5004,"Y",-0.692347500389381,6.40476521025229,1.38629436111989,"P"
"376",396,882,"control",804,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,704.2773,"mass","biomass",1.0008,"Y",0.000799680170564244,6.55717217064839,0.693147180559945,"P"
"377",396,882,"control",804,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,693.2153,"mass","biomass",1.0008,"Y",0.000799680170564244,6.5413406291501,1.38629436111989,"P"
"378",396,882,"control",804,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,383.4808,"mass","biomass",1.0008,"Y",0.000799680170564244,5.94928955436496,0,"P"
"379",396,882,"control",804,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,663.7168,"mass","biomass",1.0008,"Y",0.000799680170564244,6.49785555247277,2.07944154167984,"P"
"380",396,882,"control",804,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"730","729.4444",1.0008,"0.0008","Y","N","Y",3,918.1416,"mass","biomass",1.0008,"Y",0.000799680170564244,6.82235162709145,1.09861228866811,"P"
"381",397,883,"control",1337,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",3,1067.9905,"mass","biomass",1.5011,"Y",0.406198172683993,6.97353412434949,1.09861228866811,"P"
"382",397,883,"control",1337,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,1119.594,"mass","biomass",1.5011,"Y",0.406198172683993,7.02072139857013,1.38629436111989,"P"
"383",397,883,"control",1337,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,1065.524,"mass","biomass",1.5011,"Y",0.406198172683993,6.97122197592132,2.07944154167984,"P"
"384",397,883,"control",1337,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,1043.89,"mass","biomass",1.5011,"Y",0.406198172683993,6.95070939890674,0.693147180559945,"P"
"385",397,883,"control",1337,"65","127","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,8,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,678.41,"mass","biomass",1.5011,"Y",0.406198172683993,6.51975182493509,0,"P"
"386",399,884,"control",368.1251,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"365","729.4444",0.5004,"-0.6924","Y","N","Y",4,251.8755,"mass","biomass",0.5004,"Y",-0.692347500389381,5.52893491781064,1.38629436111989,"P"
"387",399,884,"control",368.1251,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"365","729.4444",0.5004,"-0.6924","Y","N","Y",8,322.4562,"mass","biomass",0.5004,"Y",-0.692347500389381,5.77596731305879,2.07944154167984,"P"
"388",399,884,"control",368.1251,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"365","729.4444",0.5004,"-0.6924","Y","N","Y",2,247.4546,"mass","biomass",0.5004,"Y",-0.692347500389381,5.51122713083917,0.693147180559945,"P"
"389",399,884,"control",368.1251,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"365","729.4444",0.5004,"-0.6924","Y","N","Y",1,165.8261,"mass","biomass",0.5004,"Y",-0.692347500389381,5.11093964888879,0,"P"
"390",399,884,"control",368.1251,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"365","729.4444",0.5004,"-0.6924","Y","N","Y",14,547.334,"mass","biomass",0.5004,"Y",-0.692347500389381,6.30505921937032,2.63905732961526,"P"
"391",400,885,"control",349.0215,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,310.7003,"mass","biomass",1.0008,"Y",0.000799680170564244,5.73882878196017,1.38629436111989,"P"
"392",400,885,"control",349.0215,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,151.8552,"mass","biomass",1.0008,"Y",0.000799680170564244,5.02292743522549,0.693147180559945,"P"
"393",400,885,"control",349.0215,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,248.9161,"mass","biomass",1.0008,"Y",0.000799680170564244,5.51711589189388,2.07944154167984,"P"
"394",400,885,"control",349.0215,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"730","729.4444",1.0008,"0.0008","Y","N","Y",14,418.6366,"mass","biomass",1.0008,"Y",0.000799680170564244,6.03700324049457,2.63905732961526,"P"
"395",400,885,"control",349.0215,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,125.384,"mass","biomass",1.0008,"Y",0.000799680170564244,4.83138102835177,0,"P"
"396",401,886,"control",78.6918,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",14,69.3586,"mass","biomass",1.5011,"Y",0.406198172683993,4.23929014772417,2.63905732961526,"P"
"397",401,886,"control",78.6918,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,18.459,"mass","biomass",1.5011,"Y",0.406198172683993,2.91555205642646,0,"P"
"398",401,886,"control",78.6918,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,45.5849,"mass","biomass",1.5011,"Y",0.406198172683993,3.81957652133039,0.693147180559945,"P"
"399",401,886,"control",78.6918,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,55.5144,"mass","biomass",1.5011,"Y",0.406198172683993,4.01664244655806,1.38629436111989,"P"
"400",401,886,"control",78.6918,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,67.4404,"mass","biomass",1.5011,"Y",0.406198172683993,4.21124424487411,2.07944154167984,"P"
"401",403,887,"control",0.79,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","N","Y","Y",1,0.34,"mass","biomass",1.5011,"Y",0.406198172683993,-1.07880966137193,0,"P"
"402",403,887,"control",0.79,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","N","Y","Y",2,0.76,"mass","biomass",1.5011,"Y",0.406198172683993,-0.27443684570176,0.693147180559945,"P"
"403",403,887,"control",0.79,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","N","Y","Y",4,0.73,"mass","biomass",1.5011,"Y",0.406198172683993,-0.3147107448397,1.38629436111989,"P"
"404",403,887,"control",0.79,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","N","Y","Y",8,1.01,"mass","biomass",1.5011,"Y",0.406198172683993,0.00995033085316809,2.07944154167984,"P"
"405",403,887,"control",0.79,"65","128","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,14,"1095","729.4444",1.5011,"0.4062","N","Y","Y",14,0.88,"mass","biomass",1.5011,"Y",0.406198172683993,-0.127833371509885,2.63905732961526,"P"
"406",404,888,"control",233.35,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",12,92.7396,"mass","biomass",0.5004,"Y",-0.692347500389381,4.52979556582052,2.484906649788,"P"
"407",404,888,"control",233.35,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",4,113.7166,"mass","biomass",0.5004,"Y",-0.692347500389381,4.73370938834077,1.38629436111989,"P"
"408",404,888,"control",233.35,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",1,53.1983,"mass","biomass",0.5004,"Y",-0.692347500389381,3.97402644094981,0,"P"
"409",404,888,"control",233.35,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",2,98.1933,"mass","biomass",0.5004,"Y",-0.692347500389381,4.58693798492687,0.693147180559945,"P"
"410",404,888,"control",233.35,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",8,136.5783,"mass","biomass",0.5004,"Y",-0.692347500389381,4.91689807653792,2.07944154167984,"P"
"411",405,889,"control",760.55,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,604.0821,"mass","biomass",1.0008,"Y",0.000799680170564244,6.40371011584987,1.38629436111989,"P"
"412",405,889,"control",760.55,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,455.859,"mass","biomass",1.0008,"Y",0.000799680170564244,6.12218355117264,0.693147180559945,"P"
"413",405,889,"control",760.55,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,381.3832,"mass","biomass",1.0008,"Y",0.000799680170564244,5.94380464395285,0,"P"
"414",405,889,"control",760.55,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,844.5168,"mass","biomass",1.0008,"Y",0.000799680170564244,6.73876462947805,2.07944154167984,"P"
"415",405,889,"control",760.55,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",12,738.0019,"mass","biomass",1.0008,"Y",0.000799680170564244,6.6039463991229,2.484906649788,"P"
"416",406,890,"control",950.2,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,588.0833,"mass","biomass",1.5011,"Y",0.406198172683993,6.37686860453152,0,"P"
"417",406,890,"control",950.2,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,650.66,"mass","biomass",1.5011,"Y",0.406198172683993,6.4779872323508,0.693147180559945,"P"
"418",406,890,"control",950.2,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,846.9625,"mass","biomass",1.5011,"Y",0.406198172683993,6.74165641976403,1.38629436111989,"P"
"419",406,890,"control",950.2,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,1013.7625,"mass","biomass",1.5011,"Y",0.406198172683993,6.92142393580983,2.07944154167984,"P"
"420",406,890,"control",950.2,"65","129","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",12,1031.775,"mass","biomass",1.5011,"Y",0.406198172683993,6.93903589901517,2.484906649788,"P"
"421",407,891,"control",618.0725,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"365","729.4444",0.5004,"-0.6924","Y","N","Y",8,465.3005,"mass","biomass",0.5004,"Y",-0.692347500389381,6.14268343342557,2.07944154167984,"P"
"422",407,891,"control",618.0725,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"365","729.4444",0.5004,"-0.6924","Y","N","Y",11,395.5773,"mass","biomass",0.5004,"Y",-0.692347500389381,5.98034621690907,2.39789527279837,"P"
"423",407,891,"control",618.0725,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"365","729.4444",0.5004,"-0.6924","Y","N","Y",1,374.573,"mass","biomass",0.5004,"Y",-0.692347500389381,5.92578671053032,0,"P"
"424",407,891,"control",618.0725,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"365","729.4444",0.5004,"-0.6924","Y","N","Y",2,430.6301,"mass","biomass",0.5004,"Y",-0.692347500389381,6.06524948494888,0.693147180559945,"P"
"425",407,891,"control",618.0725,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"365","729.4444",0.5004,"-0.6924","Y","N","Y",4,390.8338,"mass","biomass",0.5004,"Y",-0.692347500389381,5.96828240568146,1.38629436111989,"P"
"426",408,892,"control",824.275,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,673.9874,"mass","biomass",1.0008,"Y",0.000799680170564244,6.51321141637555,0.693147180559945,"P"
"427",408,892,"control",824.275,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,418.8214,"mass","biomass",1.0008,"Y",0.000799680170564244,6.03744457606722,0,"P"
"428",408,892,"control",824.275,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,767.6648,"mass","biomass",1.0008,"Y",0.000799680170564244,6.64335317953868,2.07944154167984,"P"
"429",408,892,"control",824.275,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"730","729.4444",1.0008,"0.0008","Y","N","Y",11,576.2675,"mass","biomass",1.0008,"Y",0.000799680170564244,6.35657196261329,2.39789527279837,"P"
"430",408,892,"control",824.275,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,553.0599,"mass","biomass",1.0008,"Y",0.000799680170564244,6.31546631392035,1.38629436111989,"P"
"431",409,893,"control",724.781,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,595.3476,"mass","biomass",1.5011,"Y",0.406198172683993,6.38914543664693,0.693147180559945,"P"
"432",409,893,"control",724.781,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,486.0916,"mass","biomass",1.5011,"Y",0.406198172683993,6.18639708350712,1.38629436111989,"P"
"433",409,893,"control",724.781,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,307.0878,"mass","biomass",1.5011,"Y",0.406198172683993,5.7271337001842,0,"P"
"434",409,893,"control",724.781,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,677.02,"mass","biomass",1.5011,"Y",0.406198172683993,6.5177008145734,2.07944154167984,"P"
"435",409,893,"control",724.781,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",11,559.2091,"mass","biomass",1.5011,"Y",0.406198172683993,6.32652346403469,2.39789527279837,"P"
"436",411,894,"control",7.37,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","N","Y","Y",1,3.44,"mass","biomass",1.5011,"Y",0.406198172683993,1.23547147138531,0,"P"
"437",411,894,"control",7.37,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","N","Y","Y",2,4.91,"mass","biomass",1.5011,"Y",0.406198172683993,1.59127394180643,0.693147180559945,"P"
"438",411,894,"control",7.37,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","N","Y","Y",4,3.97,"mass","biomass",1.5011,"Y",0.406198172683993,1.3787660946991,1.38629436111989,"P"
"439",411,894,"control",7.37,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","N","Y","Y",8,6.04,"mass","biomass",1.5011,"Y",0.406198172683993,1.79840401194672,2.07944154167984,"P"
"440",411,894,"control",7.37,"65","130","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,11,"1095","729.4444",1.5011,"0.4062","N","Y","Y",11,4.62,"mass","biomass",1.5011,"Y",0.406198172683993,1.53039470509365,2.39789527279837,"P"
"441",412,895,"control",115.965,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",4,68.84,"mass","biomass",0.5004,"Y",-0.692347500389381,4.23178497134334,1.38629436111989,"P"
"442",412,895,"control",115.965,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",8,73.2648,"mass","biomass",0.5004,"Y",-0.692347500389381,4.29408027526984,2.07944154167984,"P"
"443",412,895,"control",115.965,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",2,57.0222,"mass","biomass",0.5004,"Y",-0.692347500389381,4.04344066569357,0.693147180559945,"P"
"444",412,895,"control",115.965,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",12,77.3801,"mass","biomass",0.5004,"Y",-0.692347500389381,4.34872964159513,2.484906649788,"P"
"445",412,895,"control",115.965,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"365","729.4444",0.5004,"-0.6924","Y","N","Y",1,41.5444,"mass","biomass",0.5004,"Y",-0.692347500389381,3.72676273484152,0,"P"
"446",413,896,"control",567.16,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",4,301.1352,"mass","biomass",1.0008,"Y",0.000799680170564244,5.7075593333377,1.38629436111989,"P"
"447",413,896,"control",567.16,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",2,145.5373,"mass","biomass",1.0008,"Y",0.000799680170564244,4.98043241114592,0.693147180559945,"P"
"448",413,896,"control",567.16,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",8,312.9621,"mass","biomass",1.0008,"Y",0.000799680170564244,5.74608209694664,2.07944154167984,"P"
"449",413,896,"control",567.16,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",12,553.0599,"mass","biomass",1.0008,"Y",0.000799680170564244,6.31546631392035,2.484906649788,"P"
"450",413,896,"control",567.16,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"730","729.4444",1.0008,"0.0008","Y","N","Y",1,207.4669,"mass","biomass",1.0008,"Y",0.000799680170564244,5.3349718088741,0,"P"
"451",414,897,"control",301.7375,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",12,471.5838,"mass","biomass",1.5011,"Y",0.406198172683993,6.15609681692816,2.484906649788,"P"
"452",414,897,"control",301.7375,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",1,112.3077,"mass","biomass",1.5011,"Y",0.406198172683993,4.72124242573399,0,"P"
"453",414,897,"control",301.7375,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",2,195.8508,"mass","biomass",1.5011,"Y",0.406198172683993,5.27735314486224,0.693147180559945,"P"
"454",414,897,"control",301.7375,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",4,298.4408,"mass","biomass",1.5011,"Y",0.406198172683993,5.69857158820554,1.38629436111989,"P"
"455",414,897,"control",301.7375,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","Y","Y","Y",8,357.4233,"mass","biomass",1.5011,"Y",0.406198172683993,5.87892079366135,2.07944154167984,"P"
"456",415,898,"control",10.08,"65","131","Spehn et al. 2005 (BIODEPTH)","TD","P","SST","g m-2","T",5,12,"1095","729.4444",1.5011,"0.4062","N","Y","Y",2,4.23,"mass","biomass",1.5011,"Y",0.406198172683993,1.44220199305819,0.693147180559945,"P"
